"Hash","LongName","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of Bugs"
"268111208007b1336dc1bbdcb0b9c15427e14e1f","io.netty.handler.traffic.GlobalTrafficShapingHandler$PerChannel","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","4","0","4","0","0","0","0","0","0","0","0","0","0","6","6","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4746e74124c01351d0cecf2e9d0e14bb7ab7d44e","io.netty.util.internal.TypeParameterMatcherTest$X","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0.333333","1","0","0","1","0.333333","1","1","1","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9d42acbc2af596da834d84b75a0a9aef73f2ff0d","io.netty.channel.AbstractEventLoopTest$TestChannelHandler","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","4","5","0","0","1","2","3","1","0","0","0","0","0","0","0","19","0","0","18","0","2","3","1","0","0","0","0","0","0","0","19","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9d42acbc2af596da834d84b75a0a9aef73f2ff0d","io.netty.channel.AbstractEventLoopTest$TestChannelHandler2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","4","5","0","0","1","2","3","1","0","0","0","0","0","0","0","19","0","0","18","0","2","3","1","0","0","0","0","0","0","0","19","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97bdabad9c62eecb72555911cfa9f74570204943","io.netty.handler.codec.http.multipart.HttpPostRequestDecoder$EndOfDataDecoderException","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0.5","3","3","1","0","0.5","3","2","2","0","0","1","3","3","3","0","1","0","0","0","0","0","8","0","0","8","0","3","3","3","0","1","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268111208007b1336dc1bbdcb0b9c15427e14e1f","io.netty.handler.traffic.GlobalChannelTrafficShapingHandler$PerChannel","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"e5070b726613cc6c1297ce2cc2dd5ab377cf0fbc","io.netty.handler.codec.http2.LastInboundHandler$UserEvent","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2a6ed67efc4ffb15647313b82e450a3951a6a3bd","io.netty.util.internal.EmptyArrays","0","0","0","0","0","0","0","0","0","0","0","1","0","15","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","14","16","11","0","11","0","1","11","0","0","1","0","11","0","0","14","16","11","0","11","0","1","11","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"9125060752f5124949e55a6868647c75f88cdb01","io.netty.util.internal.EmptyArrays","0","0","0","0","0","0","0","0","0","0","0","1","0","19","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","15","17","12","0","12","0","1","12","0","0","1","0","12","0","0","15","17","12","0","12","0","1","12","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"d2683c391149332733017aed2aece6ff6de7c4f6","io.netty.handler.codec.http.HttpConstants","0","0","0","0","0","0","0","0","0","0","0","1","0","19","0","0","1","0","0.688889","31","30","0","1","0.688889","31","0","0","0","0","0","14","56","10","0","10","0","1","10","0","0","1","0","10","0","0","14","56","10","0","10","0","1","10","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"fd27c403d363f5c5c481e558b07766a9407f9e35","io.netty.handler.codec.http.HttpConstants","0","0","0","0","0","0","0","0","0","0","0","1","0","19","0","0","1","0","0.693878","34","33","0","1","0.693878","34","0","0","0","0","0","15","61","11","0","11","0","1","11","0","0","1","0","11","0","0","15","61","11","0","11","0","1","11","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"f3dd4101425165496490f9c975ca2e556773c663","io.netty.channel.socket.ChannelInputShutdownReadComplete","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","1","1","0.444444","4","4","1","0","0.444444","4","0","0","0","0","0","5","6","1","0","1","0","1","1","0","0","1","0","1","0","0","5","6","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573b54a93d45553e1726bcab54f0e325ae9f0bde","io.netty.channel.udt.UdtChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","2","1","0.517241","15","15","1","0","0.517241","15","2","2","0","0","1","14","31","34","0","4","0","1","4","0","0","12","1","30","9","0","14","31","34","0","4","0","1","4","0","0","12","1","30","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"b533a1361bbbc457c974ca365f8293ec27ffda1c","io.netty.channel.udt.UdtChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","2","1","0.576923","15","15","1","0","0.576923","15","0","0","0","0","0","11","28","4","0","4","0","1","4","0","0","1","0","4","0","0","11","28","4","0","4","0","1","4","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268111208007b1336dc1bbdcb0b9c15427e14e1f","io.netty.handler.traffic.ChannelTrafficShapingHandler$ToSend","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"bc1379d19dcf59626ef8d5b431830a189957e3bd","io.netty.handler.traffic.ChannelTrafficShapingHandler$ToSend","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"bc1379d19dcf59626ef8d5b431830a189957e3bd","io.netty.handler.traffic.GlobalTrafficShapingHandler$ToSend","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","10","11","3","0","3","0","1","0","0","0","1","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"77609cf6ed78325ef8c308d6fbc0d045596e46eb","io.netty.util.Signal$SignalConstant","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","0","0","0","0","0","1","0","0","2","2","0","0","1","5","5","4","0","0","0","1","0","0","0","9","1","0","6","0","5","5","4","0","0","0","1","0","0","0","9","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268111208007b1336dc1bbdcb0b9c15427e14e1f","io.netty.handler.traffic.GlobalChannelTrafficShapingHandler$ToSend","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","12","13","4","0","4","0","1","0","0","0","1","4","0","0","0","12","13","4","0","4","0","1","0","0","0","1","4","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"268111208007b1336dc1bbdcb0b9c15427e14e1f","io.netty.handler.traffic.GlobalTrafficShapingHandler$ToSend","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","12","13","4","0","4","0","1","0","0","0","1","4","0","0","0","12","13","4","0","4","0","1","0","0","0","1","4","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"b533a1361bbbc457c974ca365f8293ec27ffda1c","io.netty.util.ConstantPoolTest$TestConstant","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","0","0","0","0","1","0","0","2","2","0","0","1","5","5","2","0","0","0","1","0","0","0","8","1","0","6","0","5","5","2","0","0","0","1","0","0","0","8","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2adebc4c54ae98565db8e2a3c02b2ffaa0c101fe","io.netty.buffer.DefaultCompositeByteBuf$Component","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","10","11","4","0","4","0","1","0","0","0","1","2","0","0","0","10","11","4","0","4","0","1","0","0","0","1","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"573b54a93d45553e1726bcab54f0e325ae9f0bde","io.netty.channel.rxtx.RxtxChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","1","2","1","0.12","3","3","1","0","0.12","3","2","2","0","0","1","22","30","38","0","8","0","1","8","0","0","12","1","34","9","0","22","30","38","0","8","0","1","8","0","0","12","1","34","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"bf5960e9eb08396b7fdf17aad963f5e0c4dd1557","io.netty.channel.rxtx.RxtxChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","1","2","1","0.136364","3","3","1","0","0.136364","3","2","2","0","0","1","19","26","35","0","7","0","1","7","0","0","11","1","31","8","0","19","26","35","0","7","0","1","7","0","0","11","1","31","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3482651e0c29edfa02f189751c704ebe4fe8f54c","io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$ParentChangedEvent","0","0","0","0","0","0","0","0","0","0","0","1","1","3","2","0","1","1","0.5","8","8","1","0","0.5","8","0","0","0","0","0","8","14","2","0","2","0","1","0","0","0","1","2","0","0","0","8","14","2","0","2","0","1","0","0","0","1","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573b54a93d45553e1726bcab54f0e325ae9f0bde","io.netty.channel.sctp.SctpChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","1","2","1","0.222222","6","6","1","0","0.222222","6","2","2","0","0","1","21","26","37","0","7","0","1","7","0","0","12","1","33","9","0","21","26","37","0","7","0","1","7","0","0","12","1","33","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"9dd68d0c3e413dfde7c0cb8ae94ee2998f91b4ec","io.netty.handler.codec.http.HttpHeaderValues","0","0","0","0","0","0","0","0","0","0","0","1","1","44","0","0","1","1","0.744565","137","137","1","0","0.744565","137","0","0","0","0","0","47","182","43","0","43","0","1","43","0","0","1","0","43","0","0","47","182","43","0","43","0","1","43","0","0","1","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"c1f3200c872c502aa141eafc5cc45fa92b37ce68","io.netty.handler.codec.http.HttpHeaderValues","0","0","0","0","0","0","0","0","0","0","0","1","1","45","0","0","1","1","0.744565","137","137","1","0","0.744565","137","0","0","0","0","0","47","182","43","0","43","0","1","43","0","0","1","0","43","0","0","47","182","43","0","43","0","1","43","0","0","1","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"461d3c876f27c32eaa673f0d2073de0922ca4277","io.netty.buffer.BigEndianCompositeByteBufTest","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","2","0.5","0.375","3","3","1","1","0.375","3","2","2","0","0","1","5","5","8","20","0","0","1","0","1","0","165","1","0","152","3","5","5","8","20","0","0","1","0","1","0","165","1","0","152","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98a533ae449ac4821caea3bce35a33c3f56ab122","io.netty.util.RecyclerTest$HandledObject","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"b533a1361bbbc457c974ca365f8293ec27ffda1c","io.netty.channel.sctp.SctpChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0","1","2","1","0.230769","3","3","1","0","0.230769","3","0","0","0","0","0","10","13","7","0","7","0","1","7","0","0","1","0","7","0","0","10","13","7","0","7","0","1","7","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5f6b419bb92ec2c98d4b149f2a8a3f2a056ef0c9","io.netty.channel.local.LocalClientTest$1","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","6","7","0","1","0","1","1","0","1","0","1","1","0","1","0","6","7","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"9ac430f16fec1d3b0d0e433b953c0197d70dff10","io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$DefaultWritabilityMonitor","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1","1","2","1","0.333333","3","3","1","0","0.230769","3","1","1","0","0","1","6","6","2","0","0","0","1","0","0","0","11","1","0","6","0","10","10","2","0","0","0","2","0","1","0","12","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2c390ae66b42fc7f28e3aa3b5f6eebdd1fd1cbfc","io.netty.channel.epoll.EpollChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","3","13","0","3","4","0","0","0","0","0","1","0","0","3","3","0","0","1","24","28","46","0","15","0","1","14","0","0","16","1","40","11","0","24","28","46","0","15","0","1","14","0","0","16","1","40","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3d115349b51f86d7bd3506b0c079f8efe903a820","io.netty.channel.epoll.EpollChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","3","13","0","3","4","0","0","0","0","0","1","0","0","3","3","0","0","1","24","28","46","0","15","0","1","14","0","0","16","1","40","11","0","24","28","46","0","15","0","1","14","0","0","16","1","40","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5aa679fec74f749bd68278c1b42a51e2da2dd8f9","io.netty.channel.AbstractChannel$AbstractUnsafe$FlushTask","0","0","0","0","0","0","0","0","0","0","0","1","3","3","2","1","2","0","0","0","0","0","1","0.121212","4","0","0","0","0","0","11","12","3","0","3","0","1","0","0","0","1","3","0","0","0","29","34","5","0","3","0","2","0","1","0","2","12","2","1","0","0","0","0","2","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"b49b3d9c567855a2bca71c8f069155104011b06b","io.netty.channel.AbstractChannel$AbstractUnsafe$FlushTask","0","0","0","0","0","0","0","0","0","0","0","1","3","3","2","1","2","0","0","0","0","0","1","0.121212","4","0","0","0","0","0","11","12","3","0","3","0","1","0","0","0","1","3","0","0","0","29","34","5","0","3","0","2","0","1","0","2","12","2","1","0","0","0","0","2","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"ba6ce5449ee852b782dde9a11933f6a09b123e22","io.netty.handler.codec.http.CombinedHttpHeaders","0","0","0","0","0","0","0","0","0","0","0","1","3","3","3","4","5","0.5","0.5","5","5","1","1","0.129496","18","2","2","0","0","1","5","6","5","29","0","0","1","0","1","0","122","1","1","114","23","121","152","16","69","3","0","20","0","14","2","247","47","1","228","38","0","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"6d80c641e92588a5317c0b9a9631918a521d52bc","io.netty.resolver.dns.SingletonDnsServerAddressStreamProvider","0","0","0","0","0","0","0","0","0","0","0","1","3","3","4","2","3","1","0.538462","7","7","2","0","0.538462","7","2","2","0","0","1","6","10","1","0","0","0","1","0","1","0","3","1","0","2","0","6","10","1","0","0","0","1","0","1","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cc4198971e08cc28c662589e90ed1a10a5be9ab4","io.netty.channel.rxtx.RxtxChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","1","2","1","0.2","3","3","1","0","0.2","3","0","0","0","0","0","12","15","9","0","9","0","1","8","0","0","1","0","8","0","0","12","15","9","0","9","0","1","8","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"b533a1361bbbc457c974ca365f8293ec27ffda1c","io.netty.channel.rxtx.RxtxChannelOption","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","1","2","1","0.214286","3","3","1","0","0.214286","3","0","0","0","0","0","11","13","8","0","8","0","1","8","0","0","1","0","8","0","0","11","13","8","0","8","0","1","8","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
