"Hash","LongName","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of Bugs"
"202ca5e408bdf2c426b446e8369a915997e6b503","com.orientechnologies.orient.core.storage.impl.local.paginated.wal.ODiskWriteAheadLog.end()Lcom/orientechnologies/orient/core/storage/impl/local/paginated/wal/OLogSequenceNumber;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","39","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"e9506470481ca6be46db5a1c37e2c7b02fc613d7","com.orientechnologies.orient.core.index.OIndexAbstract.getType()Ljava/lang/String;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","6","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"5139eb666eb437621ec5919310345e80d841fe9f","com.orientechnologies.common.directmemory.OByteBufferPool.getMaxPagesPerChunk()I","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","138.717","81.121","168.984","98.8209","1","0","0","2","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c902353d86924562826c9114fd6a1242a65ada6d","com.orientechnologies.orient.core.storage.impl.local.OAbstractPaginatedStorage.isWriteAllowedDuringIncrementalBackup()Z","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","134.003","78.3646","1","0","0","0","0","0","0","0","0","0","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2767a54ee6308493e6a69b4b2951d8d2252bfd6b","com.orientechnologies.orient.core.hook.ORecordHookAbstract.onRecordFinalizeDeletion(Lcom/orientechnologies/orient/core/record/ORecord;)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","134.003","78.3646","1","0","0","1","0","0","0","0","0","0","2","2","0","1","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39a8884d03c0bc49b8ecf655a22fe80646afa1e6","com.orientechnologies.lucene.test.geo.LuceneSpatialQueryTest.<init>(Z)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","172.996","101.167","1","0","0","0","1","0.333333","1","0","0.333333","1","2","4","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3900f204c13fb3bd4b61c1ac2970d6f81fdca62f","com.orientechnologies.lucene.test.geo.LuceneSpatialQueryTest.<init>(Z)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","172.996","101.167","1","0","0","1","1","0.333333","1","0","0.333333","1","2","4","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1c51439255e290d19e7dcf437c78bc133b786f97","com.orientechnologies.lucene.test.LuceneMultiFieldTest.<init>(Z)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","172.996","101.167","1","0","0","2","1","0.333333","1","0","0.333333","1","2","3","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2767a54ee6308493e6a69b4b2951d8d2252bfd6b","com.orientechnologies.orient.core.hook.ODocumentHookAbstract.onRecordReadReplicated(Lcom/orientechnologies/orient/core/record/impl/ODocument;)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","182.304","106.61","1","0","0","1","0","0.714286","5","5","0.714286","5","2","2","0","1","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"eda978aeda4e2d46618285fcb1d73642a30164c2","com.orientechnologies.orient.core.hook.ODocumentHookAbstract.onRecordAfterCreate(Lcom/orientechnologies/orient/core/record/impl/ODocument;)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","145.285","84.9622","182.696","106.84","1","0","0","1","0","0.75","6","6","0.75","6","2","2","0","1","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"39a8884d03c0bc49b8ecf655a22fe80646afa1e6","com.orientechnologies.spatial.shape.OShapeBuilder.initClazz(Lcom/orientechnologies/orient/core/db/document/ODatabaseDocumentTx;)V","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","156.514","91.5289","150.203","87.8383","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39a8884d03c0bc49b8ecf655a22fe80646afa1e6","com.orientechnologies.spatial.shape.OShapeBuilder.fromDoc(LODocument;)LT;","0","0","0","0","0","0","0","0","10","2","31.0195","9.87242","6","6","1.72331","15.5098","156.514","91.5289","150.203","87.8383","1","0","0","4","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a85d865d9660a9b26ae5681675cfb9e6806d5bcf","com.orientechnologies.orient.core.exception.OLoadCacheStateException.<init>(Lcom/orientechnologies/common/exception/OSystemException;)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a2eaf6636bb600c7e6d311b0bb7d112bbaafb4a0","com.orientechnologies.orient.etl.source.OETLSourceException.<init>(Ljava/lang/String;)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27545d6bac96e9ee001fe05121b9ece6c8da5c89","com.orientechnologies.orient.core.sql.parser.ODropSequenceStatement.<init>(I)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a2eaf6636bb600c7e6d311b0bb7d112bbaafb4a0","com.orientechnologies.orient.etl.transformer.OETLTransformException.<init>(Ljava/lang/String;)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","2","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62eb95b6bfd366e8a94d2f89fcc245f3acafd0c0","com.orientechnologies.orient.core.sql.parser.ORollbackStatement.<init>(I)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","2","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a2eaf6636bb600c7e6d311b0bb7d112bbaafb4a0","com.orientechnologies.orient.etl.loader.OETLLoaderException.<init>(Ljava/lang/String;)V","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","3","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a1eed89dcfdc303c846b0d6159189f720c1bade8","com.orientechnologies.common.collection.closabledictionary.OClosableLinkedContainer$DrainStatus$1.shouldBeDrained(Z)Z","0","0","0","0","0","0","0","0","10","3","62.0391","15.6715","8","6","3.44662","20.6797","132.56","77.5207","115.645","67.6288","1","0","0","0","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dc025634bd8133bb14ce499efe6078c88ed5ad7c","com.orientechnologies.lucene.index.OLuceneIndexNotUnique.decodeKey(Ljava/lang/Object;)Ljava/lang/Object;","0","0","0","0","0","0","0","0","10","3","62.0391","15.6715","8","6","3.44662","20.6797","137.221","80.2461","122.369","71.5607","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"87154d21d3773b56833010727fdc7e1c88c9aee3","com.orientechnologies.lucene.index.OLuceneIndexNotUnique.decodeKey(Ljava/lang/Object;)Ljava/lang/Object;","0","0","0","0","0","0","0","0","10","3","62.0391","15.6715","8","6","3.44662","20.6797","137.221","80.2461","122.369","71.5607","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"87154d21d3773b56833010727fdc7e1c88c9aee3","com.orientechnologies.orient.core.index.OIndexAbstract.delete()Lcom/orientechnologies/orient/core/index/OIndexInternal;","0","0","0","0","0","0","0","0","100.239","10.5","2242.98","171.35","46","25","124.61","213.617","102.391","59.8776","93.0499","54.4151","2","2","2","0","8","0.0769231","1","0","0.0769231","1","12","17","8","0","12","17","8","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"567dc93cca1056c9b2aa72636e7e671ced994a8e","com.orientechnologies.orient.core.storage.fs.OFileClassic.unlock(Ljava/nio/channels/FileLock;)Lcom/orientechnologies/orient/core/storage/fs/OFile;","0","0","0","0","0","0","0","0","100.239","15.75","2413.64","179.935","33","25","134.091","153.247","101.391","59.2927","101.171","59.1644","3","3","3","0","2","0.176471","3","3","0.176471","3","14","14","7","1","14","14","7","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a1eed89dcfdc303c846b0d6159189f720c1bade8","com.orientechnologies.orient.core.storage.cache.local.OWOWCache.openFile(Lcom/orientechnologies/orient/core/storage/fs/OFileClassic;)V","0","0","0","0","0","0","0","0","100.239","21","3705.8","239.472","38","25","205.878","176.467","109.723","64.1654","82.9011","48.4802","3","2","2","1","4","0","0","0","0","0","8","9","4","1","8","9","4","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136db63960bbf53514691bf5a0bb8361a5ea5361","com.orientechnologies.orient.core.record.impl.ODocument.fromMap(Ljava/util/Map;)Lcom/orientechnologies/orient/core/record/impl/ODocument;","0","0","0","0","0","0","0","0","100.239","21","3705.8","239.472","38","25","205.878","176.467","111.886","65.4304","129.454","75.7043","3","2","2","16","1","0.461538","6","6","0.461538","6","7","7","4","1","7","7","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c1f0f046093d166b58193818b359c73d4a50c228","com.orientechnologies.orient.server.distributed.task.OReadRecordIfNotLatestTask.readExternal(Ljava/io/ObjectInput;)V","0","0","0","0","0","0","0","0","100.239","21","3998.36","251.915","41","25","222.131","190.398","114.448","66.9287","89.5147","52.3478","1","0","0","0","5","0","0","0","0","0","6","8","3","1","6","8","3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a717eb014a6d3a491ebbdb50ba7dcb77c1333102","com.orientechnologies.orient.core.tx.OTransactionIndexChangesPerKey.interpret(Lcom/orientechnologies/orient/core/tx/OTransactionIndexChangesPerKey$Interpretation;)Ljava/lang/Iterable;","0","0","0","0","0","0","0","0","100.362","12.2143","2239.09","171.152","39","26","124.394","183.317","102.726","60.0738","111.902","65.4395","4","1","1","4","3","0.333333","6","6","0.333333","6","12","12","5","1","12","12","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"daa89846a07faf0215b5d99ec4121ebd7395c41e","com.orientechnologies.orient.core.storage.cache.OCachePointer.decrementReferrer()V","0","0","0","0","0","0","0","0","100.362","13.5714","2232.71","170.826","35","26","124.039","164.515","110.087","64.3786","83.4272","48.7878","3","1","1","53","1","0","0","0","0","0","8","9","5","0","8","9","5","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"a1eed89dcfdc303c846b0d6159189f720c1bade8","com.orientechnologies.common.collection.closabledictionary.OClosableLinkedContainer.close(Ljava/lang/Object;)Z","0","0","0","0","0","0","0","0","100.362","13.5714","2360.29","177.274","37","26","131.127","173.916","109.798","64.2096","126.586","74.0272","3","1","1","1","2","0.466667","7","7","0.466667","7","8","10","5","1","8","10","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48207bfd1617a6401ee6a01070ee15715e3efc9e","com.tinkerpop.blueprints.impls.orient.OrientClassVertexIterator.hasNext()Z","0","0","0","0","0","0","0","0","100.362","13.5714","2487.88","183.606","39","26","138.215","183.317","105.68","61.801","77.1701","45.1287","4","2","2","1","1","0","0","0","0","0","10","10","5","0","10","10","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c902353d86924562826c9114fd6a1242a65ada6d","com.orientechnologies.orient.core.storage.impl.local.paginated.wal.ODiskWriteAheadLog.delete(Z)V","0","0","0","0","0","0","0","0","100.362","13.5714","2551.67","186.731","40","26","141.759","188.018","103.055","60.2658","73.179","42.7948","2","2","2","1","2","0","0","0","0","0","12","14","7","1","12","14","7","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2a004c4b73a8609cf941b54707f6e23ff7cbea22","com.orientechnologies.orient.core.storage.impl.memory.ODirectMemoryOnlyDiskCache.exists(J)Z","0","0","0","0","0","0","0","0","100.362","14.9286","2806.83","198.981","40","26","155.935","188.018","104.694","61.2246","75.4426","44.1185","1","1","1","0","1","0","0","0","0","0","11","12","6","1","11","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"c871bcbc93f785701cc81e159699c0d2229569b3","com.orientechnologies.orient.server.distributed.asynch.TestAsyncReplMode2Servers2OpsCommitConcurrent.dbClient1()V","0","0","0","0","0","0","0","0","100.362","14.9286","3227.86","218.412","46","26","179.326","216.22","109.126","63.8166","106.524","62.295","1","0","0","0","7","0.111111","1","0","0.111111","1","8","12","6","0","8","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dc025634bd8133bb14ce499efe6078c88ed5ad7c","com.orientechnologies.orient.core.storage.impl.local.OAbstractPaginatedStorage.checkIndexId(I)V","0","0","0","0","0","0","0","0","100.362","16.2857","2832.35","200.185","37","26","157.353","173.916","120.797","70.6418","98.9803","57.8832","4","1","1","20","1","0","0","0","0","0","4","4","2","1","4","4","2","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"861ddbbd4bc7e4500ec50658f6f7e21b680581d1","com.orientechnologies.lucene.engine.OLuceneIndexEngineAbstract.internalDelete(Ljava/lang/String;)V","0","0","0","0","0","0","0","0","100.362","16.2857","3368.2","224.698","44","26","187.122","206.819","105.053","61.4342","76.2652","44.5995","4","1","1","1","3","0","0","0","0","0","10","12","6","1","10","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136db63960bbf53514691bf5a0bb8361a5ea5361","com.orientechnologies.orient.core.record.impl.ODocument.fetchSchemaIfCan()V","0","0","0","0","0","0","0","0","100.362","16.2857","3368.2","224.698","44","26","187.122","206.819","106.759","62.4324","78.7276","46.0396","4","2","2","2","4","0","0","0","0","0","9","9","5","0","9","9","5","0","1","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2767a54ee6308493e6a69b4b2951d8d2252bfd6b","com.orientechnologies.orient.core.tx.OTransactionIndexChanges.resolveAssociatedIndex(Ljava/lang/String;Lcom/orientechnologies/orient/core/index/OIndexManager;)Lcom/orientechnologies/orient/core/index/OIndexInternal;","0","0","0","0","0","0","0","0","100.362","17.6429","3317.17","222.422","40","26","184.287","188.018","109.393","63.9725","82.4254","48.202","3","2","2","2","2","0","0","0","0","0","8","9","5","2","8","9","5","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"daa89846a07faf0215b5d99ec4121ebd7395c41e","com.orientechnologies.common.directmemory.ODirectMemoryPointerFactory.createPointer([B)Lcom/orientechnologies/common/directmemory/ODirectMemoryPointer;","0","0","0","0","0","0","0","0","100.362","17.6429","3483.03","229.776","42","26","193.501","197.418","109.369","63.9587","82.2894","48.1225","2","1","1","40","3","0","0","0","0","0","8","10","5","1","8","10","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16079d38520f313144dee6a6a97982d94402b763","com.orientechnologies.orient.core.metadata.sequence.OSequence.<init>(Lcom/orientechnologies/orient/core/record/impl/ODocument;Lcom/orientechnologies/orient/core/metadata/sequence/OSequence$CreateParams;)V","0","0","0","0","0","0","0","0","100.362","17.6429","3565.96","233.409","43","26","198.109","202.119","106.879","62.5023","78.9001","46.1404","4","2","2","4","5","0","0","0","0","0","9","11","5","2","9","11","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"108373f95098061206f52388bfcc547071e6eec0","com.orientechnologies.orient.object.db.OObjectDatabaseTx.deleteOrphans(Lcom/orientechnologies/orient/object/enhancement/OObjectProxyMethodHandler;)V","0","0","0","0","0","0","0","0","100.362","17.6429","3814.74","244.143","46","26","211.93","216.22","106.758","62.4317","78.6242","45.979","3","2","2","1","4","0","0","0","0","0","9","9","6","1","9","9","6","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
